diseaseId,disease_mention,geneId,gene_mention,pmid,raw_sentence,associationType
MESH:D008992,Cynomolgus monkeys,407006,miR-221,28131282,"To evaluate the LNA-i-miR-221 pharmacokinetics and pharmacodynamics, novel assays for oligonucleotides quantification in NOD.SCID mice and Cynomolgus monkeys (Macaca fascicularis) plasma, urine and tissues were developed.",Negative
MESH:D008992,Cynomolgus monkeys,723827,miR-221,28131282,"To evaluate the LNA-i-miR-221 pharmacokinetics and pharmacodynamics, novel assays for oligonucleotides quantification in NOD.SCID mice and Cynomolgus monkeys (Macaca fascicularis) plasma, urine and tissues were developed.",Negative
MESH:D006331,cardiac dysfunction,387173,miR-155,28131302,"However, the role of miR-155 in LPS-induced cardiac dysfunction is unclear.",Negative
MESH:D018805,sepsis,387173,miR-155,28131302,"Noteworthy, miR-155 was also found to be upregulated in the plasma of patients with septic cardiac dysfunction compared to sepsis patients without cardiac dysfunction, indicating a potential clinical relevance of miR-155.",Negative
MESH:D056005,indeterminate,4318,MMP-9,28118356,"We evaluated by flow cytometry the expression of MMP-2, MMP-9, IL-1b, TNF-a, TGF-b and IL-10 by neutrophils and monocytes from patients with indeterminate (IND) and cardiac (CARD) clinical forms of Chagas disease and non-infected individuals (NI), before and after in vitro stimulation with Trypanosoma cruzi antigens.",Negative
MESH:D018205,AT,3091,HIF1A,28131740,"AT of OSAS subjects showed increased inflammation (TNFA P=0.049) and fibrosis (COL3A1 P=0.02), a trend of higher HIF1A expression (P=0.06) and reduced adipogenesis (PPARG P=0.006).",Negative
MESH:D055371,acute lung injury,17874,myeloid differentiation factor 88,28131803,OBJECTIVE: This study investigated the role of myeloid differentiation factor 88 (MyD88) in paraquat-induced acute lung injury (ALI).,Negative
MESH:D014717,positional vertigo,619536,BPPV,28131175,"PURPOSE: Positional nystagmus is usually caused by peripheral vestibular disorder, mostly benign paroxysmal positional vertigo (BPPV).",Negative
MESH:D010212,papilloma,282665,ovalbumin,28131274,"Intravenous immunization of mice with LMPs containing ovalbumin, human papilloma virus E7, and tyrosinase-related protein-2 mRNA, either combined or separately, elicited strong antigen-specific T-cell responses.",Negative
MESH:D009369,tumor,503637,DUXAP8,28131418,We identified a transcribed pseudogene named DUXAP8 that is upregulated in tumor tissues.,Negative
MESH:D011475,overall survival,1956,epidermal growth factor receptor,28131635,BACKGROUND: To investigate the effect of combined epidermal growth factor receptor (EGFR) and vascular endothelial growth factor (VEGF) receptor (VEGFR) pathway inhibitors on progression-free survival (PFS) and overall survival (OS) in patients with non-small-cell lung cancer (NSCLC).,Negative
MESH:D009369,tumors,13072,Cyp11b2,28131743,"Sex-steroidogenic enzyme genes expression (Srd5a1, Cyp19a1) was up-regulated in tumors, but adrenal-specific steroidogenic enzyme (Cyp21a1, Cyp11b1, Cyp11b2) down-regulated.",Negative
MESH:D009369,inha/Tag adrenal tumors,13982,Esr1,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",Negative
MESH:D009369,inha/Tag adrenal tumors,14683,Gnas,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",Negative
MESH:D009369,inha/Tag adrenal tumors,14715,Gnrhr,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",Negative
MESH:D009369,inha/Tag adrenal tumors,14783,Grb10,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",Negative
MESH:D009369,inha/Tag adrenal tumors,16002,Igf2,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",Negative
MESH:D009369,inha/Tag adrenal tumors,17391,Mmp24,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",Negative
MESH:D009369,inha/Tag adrenal tumors,18019,Nfatc2,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",Negative
MESH:D009369,inha/Tag adrenal tumors,19116,Prlr-rs1,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",Negative
MESH:D009369,inha/Tag adrenal tumors,232441,Rerg,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",Negative
MESH:D009369,inha/Tag adrenal tumors,24052,Sgcd,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",Negative
MESH:D017827,wild-type,27643,GDX,28131743,We identified altered gene expression in prepubertally gonadectomized (GDX) inha/Tag and wild-type (WT) mice.,Negative
MESH:D066126,cardiotoxic,50689;116590,ERK1/2,28131760,"Cardioprotective (AMPK) and cardiotoxic (ERK1/2, ROS) signaling indicators were measured.",Negative
MESH:D066126,cardiotoxic,78975,AMPK,28131760,"Cardioprotective (AMPK) and cardiotoxic (ERK1/2, ROS) signaling indicators were measured.",Negative
MESH:D010003,OA,60628,SDF-1 receptor,28131784,The OA rats received continuous infusion of AMD3100 (SDF-1 receptor blocker) in osmotic mini-pump implanted subcutaneously for 6 weeks.,Negative
MESH:D005235,alcoholic fatty liver,56636,FGF21,28131861,This study investigates the relationship between the PPARa-FGF21 axis and the enhanced alcoholic fatty liver in Cyp2a5<sup>-/-</sup>mice.,Negative
MESH:D007249,inflammation,331623,bEnd.3,28131884,Transmission electron microscopy and blocking experiments revealed that during inflammation VSOP were endocytosed by bEnd.3.,Negative
MESH:D007239,infections,13906541,ESBL,28131557,"In pediatric units, bacteria-producing extended-spectrum-betalactamase (ESBL) have an increasing prevalence among bacteria causing febrile urinary tract infections (UTIs).",Negative
MESH:D014552,urinary tract infections,13906541,ESBL,28131557,"In pediatric units, bacteria-producing extended-spectrum-betalactamase (ESBL) have an increasing prevalence among bacteria causing febrile urinary tract infections (UTIs).",Negative
MESH:D014652,deficiency impairs vascular maturation,18131,Notch3,28131704,OBJECTIVE: This study is to test whether Notch3 deficiency impairs vascular maturation and blunts cardiac functional recovery post-MI.,Negative
MESH:D017827,Wild type,18131,Notch3,28131704,APPROACH AND RESULTS: Wild type (WT) and Notch3 knockout (Notch3KO) mice were subjected to MI by the ligation of left anterior descending coronary artery (LAD).,Negative
MESH:D017827,Wild type,4854,Notch3,28131704,APPROACH AND RESULTS: Wild type (WT) and Notch3 knockout (Notch3KO) mice were subjected to MI by the ligation of left anterior descending coronary artery (LAD).,Negative
MESH:D001523,nociceptive behaviors,21336,NK1 receptor,28131781,"pretreatment with takykinin NK1 receptor antagonists eliminated the nociceptive behaviors induced by 0.02 amol of spermine, but did not affect the nociceptive behaviors induced by 10 pmol of spermine.",Negative
MESH:D003218,condyloma acuminata,3620,IDO,28132413,OBJECTIVES: To analyse the level of IDO in condyloma acuminata (CA) and its role in this condition.,Negative
MESH:D006331,cardiac fibrosis,18024,NFE2L2,28132522,"Preserving the NFE2L2 activity arrested the mitochondrial and cardiac oxidative stress, cardiac fibrosis, and heart failure in Chagas disease.",Negative
MESH:D006333,heart failure,18024,NFE2L2,28132522,"Preserving the NFE2L2 activity arrested the mitochondrial and cardiac oxidative stress, cardiac fibrosis, and heart failure in Chagas disease.",Negative
MESH:D003924,type 2 diabetes,56018,STARD10,28132686,Genetic variants near ARAP1 (CENTD2) and STARD10 influence type 2 diabetes (T2D) risk.,Negative
MESH:D003924,type 2 diabetes,69710,CENTD2,28132686,Genetic variants near ARAP1 (CENTD2) and STARD10 influence type 2 diabetes (T2D) risk.,Negative
MESH:D008831,microcephaly,321898,PSMD12,28132691,"Our PSMD12 loss-of-function zebrafish CRISPR/Cas9 model exhibited microcephaly, decreased convolution of the renal tubules, and abnormal craniofacial morphology.",Negative
MESH:D012595,systemic sclerosis disease,3811,KIR,28120169,The aim of this study was to provide information on the possible association between KIR and human leukocyte antigen (HLA) genes with systemic sclerosis disease in Iranian population.,Negative
MESH:D003699,Neurocalcin delta,445319,NCALD,28132687,"Here, we identify reduction of the neuronal calcium sensor Neurocalcin delta (NCALD) as a protective SMA modifier in five asymptomatic SMN1-deleted individuals carrying only four SMN2 copies.",Negative
MESH:D008661,inborn error of metabolism,5053,phenylalanine hydroxylase,28132689,"Phenylketonuria (PKU, phenylalanine hydroxylase deficiency), an inborn error of metabolism, can be detected through newborn screening for hyperphenylalaninemia (HPA).",Negative
MESH:D007154,immunological abnormalities,54616,EXTL3,28132690,"In summary, we show that biallelic mutations in EXTL3 disturb glycosaminoglycan synthesis and thus lead to a recognizable syndrome characterized by variable expression of skeletal, neurological, and immunological abnormalities.",Negative
MESH:D008545,melanoma,171285,Tim-3,28132803,We for the first time to our knowledge reported the combination of trametinib and anti-Tim-3 monoclonal antibody (mAb) in treating B16-F10 melanoma mice.,Negative
OMIM:211750,FLOWERING LOCUS C,830878,FLC,28132848,"The Polycomb complex often binds to lncRNAs in eukaryotes, and an lncRNA, COLDAIR, associates with Polycomb to mediate silencing of the floral repressor FLOWERING LOCUS C (FLC) during the process of vernalization in Arabidopsis.",Negative
MESH:D052517,MSD,3553,IL-1b,28132942,"Then five other cytokines of interest (IL-1b, IL-6, IL-10, IL-12p70 and IFN-y) were simultaneously quantified with a MSD(  ) multiplex assay.",Negative
MESH:D052517,MSD,3569,IL-6,28132942,"Then five other cytokines of interest (IL-1b, IL-6, IL-10, IL-12p70 and IFN-y) were simultaneously quantified with a MSD(  ) multiplex assay.",Negative
MESH:D000230,adenocarcinoma,285782,cT3,28133202,"Biopsy specimens revealed mixed squamous- and adenocarcinoma: MtLtUtAeG, 13 cm, type 2, cT3, IM1-St, cN3, cM1(liver, lungs, and stomach), cStage IV b esophagealcarcinoma.",Negative
MESH:D030342,autosomal recessive genetic disorder,445,argininosuccinate synthetase 1,28132756,"OBJECTIVES: Citrullinemia type 1 (CTLN1) is an autosomal recessive genetic disorder caused by mutations in the argininosuccinate synthetase 1 (ASS1) gene, which encodes for the argininosuccinate synthetase enzyme.",Negative
MESH:D009369,tumor,574058,PD-L1,28132868,"In this study we investigated lymphocyte activing 3 (LAG-3) protein expression; its correlation with PD-1, PD-L1, and tumor-in   ltrating lymphocytes (TILs); and its association with survival in NSCLC.",Negative
MESH:D004194,glial scar,2670,GFAP,28133446,"Two other prominent cellular contributors to the post-injury microenvironment, the reactive astrocytes, which eventually form the glial scar, and the NPC were quantitated using GFAP and Nestin immunohistochemistry.",Negative
MESH:D011471,prostate cancer,18548,PC3,28134352,"In this study, we used n-butyl alcohol extract of Litchi seed (NLS) to treat prostate cancer PC3, DU145, RM1 and C4-2B cells.",Negative
MESH:C536766,glycogen synthesis,85243,phosphatidylinositol-3-kinase,28134520,RT-PCR and Western blotting analyses suggested that the SBFO extract could promote the expression of phosphatidylinositol-3-kinase (PI3K) and glycogen synthesis (GS) while inhibiting the expression of glycogen synthesis kinase-3b (GSK-3b).,Negative
MESH:D000013,pruriceptive defect,52882,R7bp,28134655,"The pruriceptive defect in R7bp knockout mice was rescued in double knockout mice also lacking Oprk1, encoding the G protein-coupled kappa-opioid receptor whose activation is known to inhibit itch sensation.",Negative
MESH:D000013,pruriceptive defect,18387,Oprk1,28134655,"The pruriceptive defect in R7bp knockout mice was rescued in double knockout mice also lacking Oprk1, encoding the G protein-coupled kappa-opioid receptor whose activation is known to inhibit itch sensation.",Negative
MESH:D017573,epithelial membrane antigen,947,CD34,28134725,"DFSPs from our tissue archives were screened for tumors with a sclerosing pattern, and then studied with epithelial membrane antigen (EMA), CD34, and elastic tissue staining to investigate whether such stains can differentiate sclerosing DFSP from sclerotic fibroma.",Negative
MESH:D009369,tumors,17131,SMAD7,28134936,"Here, we show that conditional (TTR-Cre) hepatocyte-specific SMAD7 knockout (KO) mice develop more tumors than wild-type and corresponding SMAD7 transgenic mice 9 months after diethylnitrosamine (DEN) challenge, verifying SMAD7 as a tumor suppressor in HCC.",Negative
MESH:D009369,tumors,237052,P21,28134936,Higher tumor incidence was accompanied by reduced P21 and upregulated c-MYC expression in the tumors.,Negative
MESH:C564650,GIST,3815,c-kit,28133281,"According to the guidelines, it was diagnosed as a high risk GIST based on strong positive immunostaining for CD34 and c-kit.",Negative
MESH:C564650,GIST,947,CD34,28133281,"According to the guidelines, it was diagnosed as a high risk GIST based on strong positive immunostaining for CD34 and c-kit.",Negative
MESH:C536528,LPS,12362,caspase-1,28133422,These results suggest that regular VE potentiates IL-1b and IL-18 secretion in LPS-challenged macrophages by increasing caspase-1 levels.,Negative
MESH:D009336,necrosis,16173,IL-18,28133422,"Peritoneal macrophages from VE mice secreted considerably higher amounts of interleukin- (IL-) 1b and IL-18 than did cells from sedentary control (SC) mice in the presence and absence of LPS, although tumor necrosis factor-a and IL-10 secretion were comparable between both groups.",Negative
MESH:D009369,tumor,16173,IL-18,28133422,"Peritoneal macrophages from VE mice secreted considerably higher amounts of interleukin- (IL-) 1b and IL-18 than did cells from sedentary control (SC) mice in the presence and absence of LPS, although tumor necrosis factor-a and IL-10 secretion were comparable between both groups.",Negative
MESH:C536528,LPS,16176,IL-1b,28133422,These results suggest that regular VE potentiates IL-1b and IL-18 secretion in LPS-challenged macrophages by increasing caspase-1 levels.,Negative
MESH:D006973,hypertension,5177,PIH,28133548,The objective of the study was to assess the serum vascular endothelial growth factor (VEGF) levels in peripheral blood of patients with pregnancy-induced hypertension (PIH) and find association between serum VEGF levels and PIH.,Negative
MESH:D018455,S deficiency,5624,protein C,28133551,Coagulability workup returned positive for protein C and S deficiency.,Negative
MESH:D015658,HIV-1,100616444,envelope glycoproteins,28133805,"HIV-1 and its surface envelope glycoproteins (Env), gp120 and gp41, have evolved immune evasion strategies that render the elicitation of effective antibody responses to the functional Env entry unit extremely difficult.",Negative
MESH:D015658,HIV-1,155971,Env,28133805,"HIV-1 and its surface envelope glycoproteins (Env), gp120 and gp41, have evolved immune evasion strategies that render the elicitation of effective antibody responses to the functional Env entry unit extremely difficult.",Negative
MESH:D000860,hypoxia,309757,SIRT1,28133883,"In vitro, CORM-2 reduced hypoxia/reoxygenation-induced HMGB1 translocation and release, these inhibitions were blocked by SIRT1 inhibition using EX527 or SIRT1 small interfering RNA both in alpha mouse liver 12 cells and RAW264.7 macrophages.",Negative
MESH:D000860,hypoxia,93759,SIRT1,28133883,"In vitro, CORM-2 reduced hypoxia/reoxygenation-induced HMGB1 translocation and release, these inhibitions were blocked by SIRT1 inhibition using EX527 or SIRT1 small interfering RNA both in alpha mouse liver 12 cells and RAW264.7 macrophages.",Negative
MESH:D009369,tumors,17086,NKp46,28134248,"UNASSIGNED: Natural killer (NK) cells eradicate infected cells and tumors following the triggering of activating receptors, like the Natural Cytotoxicity Receptors (NCRs), which include NKp30, NKp44 and NKp46.",Negative
MESH:D064420,Cytotoxicity,17086,NKp46,28134248,"UNASSIGNED: Natural killer (NK) cells eradicate infected cells and tumors following the triggering of activating receptors, like the Natural Cytotoxicity Receptors (NCRs), which include NKp30, NKp44 and NKp46.",Negative
MESH:D008173,vesicular transport obstruction,4864,NPC1,28134274,"While the plasma membrane proteome remained largely invariable, we observed pronounced alterations in several proteins linked to autophagy and lysosomal catabolism reflecting vesicular transport obstruction and defective lysosomal turnover resulting from NPC1 deficiency.",Negative
MESH:D016464,defective lysosomal turnover,4864,NPC1,28134274,"While the plasma membrane proteome remained largely invariable, we observed pronounced alterations in several proteins linked to autophagy and lysosomal catabolism reflecting vesicular transport obstruction and defective lysosomal turnover resulting from NPC1 deficiency.",Negative
MESH:D007020,FFS,5657,proteinase 3,28134074,"We collected clinical and prognostic data, (MPO)-ANCA and proteinase 3 (PR3)-ANCA, BVAS and FFS at diagnosis, and we compared them between the two groups.",Negative
MESH:D007249,inflammation,16193,IL-6,28134325,"In the TH17 lung inflammation model, basophils are recruited to the inflamed lungs following CT challenge, and TH17 responses are significantly reduced in the absence of basophils or IL-6.",Negative
MESH:D009336,necrosis,16193,IL-6,28134325,"In addition to IL-4, basophils produce IL-6 and tumor necrosis factor (TNF)-a in response to immunoglobulin E (IgE) crosslinking.",Negative
MESH:D009369,tumor,16193,IL-6,28134325,"In addition to IL-4, basophils produce IL-6 and tumor necrosis factor (TNF)-a in response to immunoglobulin E (IgE) crosslinking.",Negative
MESH:D011014,lung inflammation,16193,IL-6,28134325,"In the TH17 lung inflammation model, basophils are recruited to the inflamed lungs following CT challenge, and TH17 responses are significantly reduced in the absence of basophils or IL-6.",Negative
MESH:D006009,AMD,7852,CXCR4,28134535,"An HPMA-based polymeric prodrug of a CXCR4 antagonist, AMD3465 (P-SS-AMD), was developed as a dual-function carrier of therapeutic miRNA.",Negative
MESH:D050197,atherosclerosis,20778,SR-B1,28134663,PURPOSE OF REVIEW: To outline the roles of SR-B1 and PDZK1 in hepatic selective HDL cholesterol uptake and reverse cholesterol transport and the consequences for atherosclerosis development.,Negative
MESH:D050197,atherosclerosis,59020,PDZK1,28134663,PURPOSE OF REVIEW: To outline the roles of SR-B1 and PDZK1 in hepatic selective HDL cholesterol uptake and reverse cholesterol transport and the consequences for atherosclerosis development.,Negative
MESH:C566610,longitudinal axis,1361,TAFI,28135035,"Methods Immunohistochemistry in serial sections along the longitudinal axis of endarterectomies from patients with symptomatic carotid stenosis (n = 19) were studied using an antibody specific for free PAI-1 (I205), an antibody with high affinity for TAFI/TAFIa (CP17) and established antibodies for smooth muscle cells (a-actin), endothelial cells (von Willebrand factor [VWF]), macrophages (CD68) and platelets (CD42).",Negative
MESH:D014842,von Willebrand,7450,VWF,28135035,"Methods Immunohistochemistry in serial sections along the longitudinal axis of endarterectomies from patients with symptomatic carotid stenosis (n = 19) were studied using an antibody specific for free PAI-1 (I205), an antibody with high affinity for TAFI/TAFIa (CP17) and established antibodies for smooth muscle cells (a-actin), endothelial cells (von Willebrand factor [VWF]), macrophages (CD68) and platelets (CD42).",Negative
MESH:D014842,von Willebrand,968,CD68,28135035,"Methods Immunohistochemistry in serial sections along the longitudinal axis of endarterectomies from patients with symptomatic carotid stenosis (n = 19) were studied using an antibody specific for free PAI-1 (I205), an antibody with high affinity for TAFI/TAFIa (CP17) and established antibodies for smooth muscle cells (a-actin), endothelial cells (von Willebrand factor [VWF]), macrophages (CD68) and platelets (CD42).",Negative
MESH:D009369,cancers,12773,CCR4,28134623,Elevated expression of the chemokine receptor CCR4 in tumors is associated with poor prognosis in several cancers.,Negative
MESH:D011127,colorectal polyps,100170220,snare,28134634,BACKGROUND: This study compared the incidence of delayed bleeding following 2 methods of cold snare polypectomy for colorectal polyps in patients taking antithrombotic agents.,Negative
MESH:C566610,axis,4342,CMOS,28134824,"A light source, e.g., a laser diode, is affixed to a movable axis and projects a random geometric shape on an image sensor (CMOS or CCD).",Negative
MESH:D020512,CCD,4342,CMOS,28134824,"A light source, e.g., a laser diode, is affixed to a movable axis and projects a random geometric shape on an image sensor (CMOS or CCD).",Negative
MESH:D003920,diabetic,21908,T cell leukemia homeobox 1,28135283,"Previously, we reported that T cell leukemia homeobox 1 (Tlx1)+ stem cells in the spleen effectively regenerated into insulin-producing cells in the pancreas of non-obese diabetic mice with end-stage disease.",Negative
MESH:D009765,non-obese,21908,T cell leukemia homeobox 1,28135283,"Previously, we reported that T cell leukemia homeobox 1 (Tlx1)+ stem cells in the spleen effectively regenerated into insulin-producing cells in the pancreas of non-obese diabetic mice with end-stage disease.",Negative
MESH:D007759,inner plexiform layer,64396,GCL,28135360,"Optical coherence tomography was used to characterize the association between pupillary response characteristics and alterations in retinal architecture, specifically, the thickness of the retinal ganglion cell layer and inner plexiform layer (GCL   +   IPL).",Negative
MESH:D005642,Fuchs' endothelial corneal dystrophy,1296,FECD,28135362,Purpose: Fuchs' endothelial corneal dystrophy (FECD) is a degenerative eye disorder affecting 4% of Americans older than 40.,Negative
MESH:D009456,Neurofibromatosis type 1,18015,NF1,28135565,UNASSIGNED: Neurofibromatosis type 1 (NF1) is a common neurogenetic disorder in which affected children and adults are predisposed to the development of benign and malignant nervous system tumors.,Negative
MESH:D001847,osteoporotic vertebral bone defects,24694,PTH,28135579,"MSC and PTH therapy versus monotherapy and untreated controls, in a rat model of osteoporotic vertebral bone defects.",Negative
MESH:C562602,GM,1493,CTLA-4,28136075,UNASSIGNED: CRA9007 Background: CTLA-4 blockade and GM secreting tumor vaccine combinations demonstrate therapeutic synergy in multiple preclinical models.,Negative
MESH:D000012,ABL,1956,EGFR,28136611,"Out of the 2,702 validated peptide targets and 6,173 kinase-substrate nodes we compiled, we chose a subset of 151 biological peptides predicted to specifically report on tyrosine / serine / threonine kinases, including EGFR, ERK, AKT, SRC, ABL.",Negative
MESH:D000012,ABL,207,AKT,28136611,"Out of the 2,702 validated peptide targets and 6,173 kinase-substrate nodes we compiled, we chose a subset of 151 biological peptides predicted to specifically report on tyrosine / serine / threonine kinases, including EGFR, ERK, AKT, SRC, ABL.",Negative
MESH:D000012,ABL,5594,ERK,28136611,"Out of the 2,702 validated peptide targets and 6,173 kinase-substrate nodes we compiled, we chose a subset of 151 biological peptides predicted to specifically report on tyrosine / serine / threonine kinases, including EGFR, ERK, AKT, SRC, ABL.",Negative
MESH:D000012,ABL,6714,SRC,28136611,"Out of the 2,702 validated peptide targets and 6,173 kinase-substrate nodes we compiled, we chose a subset of 151 biological peptides predicted to specifically report on tyrosine / serine / threonine kinases, including EGFR, ERK, AKT, SRC, ABL.",Negative
MESH:D009422,neurodevelopmental abnormalities,21926,TNF-a,28122986,"Neutralization of TNF-a normalized neurodevelopmental abnormalities in infected mice, providing evidence that virus-induced inflammation is a major component of disease in the developing brain.",Negative
MESH:C536293,JS,9851,KIAA0753,28125082,"RESULTS: We identified the causative gene in 94% of the families; 126 (27 novel) unique potentially pathogenic variants were found in 20 genes, including KIAA0753 and CELSR2, which had not previously been associated with JS.",Negative
MESH:D009059,mucosal injury,100048912,CDKN2B-AS1,28125557,"Finally, we identified significant correlations between LINC01272 and CDKN2B-AS1 expression, and more severe mucosal injury.",Negative
MESH:D009059,mucosal injury,100506115,LINC01272,28125557,"Finally, we identified significant correlations between LINC01272 and CDKN2B-AS1 expression, and more severe mucosal injury.",Negative
MESH:D003920,infectious diabetic wound,22339,VEGF,28125663,"Interestingly, IL-22 treatment showed superior efficacy compared to PDGF or VEGF in an infectious diabetic wound model.",Negative
MESH:D009902,Optic neuritis,361,anti-aquaporin 4,28125740,BACKGROUND: Optic neuritis (ON) in patients with anti-myelin oligodendrocyte glycoprotein (MOG)-IgG antibodies has been associated with a better clinical outcome than anti-aquaporin 4 (AQP4)- IgG ON.,Negative
MESH:C536528,LPS,24498,IL-6,28125988,"RESULTS: H-RN inhibited IL-6, monocyte chemotactic protein-1(MCP-1), Interferon- y(IFN-y), and ICAM-1 expression triggered by LPS or poly(I:C), alleviated the clinical manifestation and reduced the clinical score in keratitis in vivo.",Negative
MESH:C531782,Treponema pallidum,3576,IL-8,28126263,"In the present study, we have demonstrated that stimulations of human monocytes with Treponema pallidum FlaB1, FlaB2, and FlaB3 result in the up regulation of interleukin (IL)-6 and IL-8.",Negative
MESH:D012175,retinoblastoma,60628,CXCR4,28126341,"Here, we investigated the mRNA and protein expression of CXCR4 in WERI-Rb1 retinoblastoma cells and human umbilical vein endothelial cells (HUVECs) under CoCl2-induced hypoxic conditions, by means of real-time PCR and western blot.",Negative
MESH:D050197,atherosclerosis,11816,apolipoprotein E,28126825,APPROACH AND RESULTS: Expression of endosialin was upregulated during atherosclerosis in apolipoprotein E (ApoE)-null mice and human atherosclerotic samples analyzed by quantitative real-time polymerase chain reaction and immunohistochemistry.,Negative
MESH:D008288,malaria,20390,surfactant protein-D,28127335,"BACKGROUND: We aimed to reveal the role of CD11b and hypoxia-inducible factors-1alpha (HIF-1a) expressions on monocytes and alveolar macrophages of lung tissue, and the levels of serum surfactant protein-D (SP-D) in severe malaria-associated acute lung injury (ALI).",Negative
MESH:D055371,acute lung injury,20390,surfactant protein-D,28127335,"BACKGROUND: We aimed to reveal the role of CD11b and hypoxia-inducible factors-1alpha (HIF-1a) expressions on monocytes and alveolar macrophages of lung tissue, and the levels of serum surfactant protein-D (SP-D) in severe malaria-associated acute lung injury (ALI).",Negative
MESH:D003643,death,3171066,AM630,28127623,"This study assessed the effects of a selective CB2 agonist (JWH133) and different CB2 inverse agonists (AM630, JTE907, raloxifene) on death pathways in brain.",Negative
MESH:D008457,measles,374868,MMR-1,28128092,"These outbreaks mainly affected orthodox Protestants, a geographically clustered population with overall lower measles-mumps-rubella first dose (MMR-1) vaccination coverage (60%) than the rest of the country (>   95%).",Negative
MESH:D012409,rubella,374868,MMR-1,28128092,"These outbreaks mainly affected orthodox Protestants, a geographically clustered population with overall lower measles-mumps-rubella first dose (MMR-1) vaccination coverage (60%) than the rest of the country (>   95%).",Negative
MESH:D057180,TDP,23435,TDP-43,28128723,AIMS: To characterize white matter pathology in frontotemporal lobar degeneration (FTLD) with TDP-43 proteinopathy (FTLD-TDP) and its relationship to gray matter pathology.,Negative
MESH:D015461,T-PLL,4843,NOS,28129454,"These two diseases can often be confused with each other; therefore, we aimed to determine the clinical and pathological differences between T-PLL and PTCL, NOS.",Negative
MESH:D001162,arteriosclerosis obliterans,22900,CARD8,28135700,The primary objective of this study was to investigate the association between polymorphism of CARD8 rs2043211 and susceptibility to arteriosclerosis obliterans (ASO) in Chinese Han male population.,Negative
MESH:D016301,bone loss,24482,IGF-1,28135705,CONCLUSIONS: This study suggests that diabetes could perturb bone loss through the Sema3A/IGF-1/b-catenin pathway.,Negative
MESH:D003920,diabetes,29751,semaphorin 3A,28135705,"PURPOSE: Increasing evidence supported that semaphorin 3A (Sema3A), insulin-like growth factor (IGF)-1 and b-catenin were involved in the development of osteoporosis and diabetes.",Negative
MESH:D010024,osteoporosis,29751,semaphorin 3A,28135705,"PURPOSE: Increasing evidence supported that semaphorin 3A (Sema3A), insulin-like growth factor (IGF)-1 and b-catenin were involved in the development of osteoporosis and diabetes.",Negative
MESH:D016301,bone loss,29751,Sema3A/IGF-1/b-catenin,28135705,CONCLUSIONS: This study suggests that diabetes could perturb bone loss through the Sema3A/IGF-1/b-catenin pathway.,Negative
MESH:D016301,bone loss,29751;24482,Sema3A/IGF-1/b,28135705,CONCLUSIONS: This study suggests that diabetes could perturb bone loss through the Sema3A/IGF-1/b-catenin pathway.,Negative
MESH:C536528,LPS,19013,PPARa,28135761,"Primary macrophages were isolated from C57BL6 (WT) and PPARa knockout (KO) mice, cultured under standard conditions and exposed to LPS (2.5  g/mL) and PM 600  M conjugated with albumin for 24 hours.",Negative
